NPI,Total_Payment_USDollars,Interaction,Teaching_Institute
1225413644.0,150676.0,2,0
1225396799.0,168059.32,12,0
1225394802.0,471048.85000000003,2,0
1225392558.0,694.22,1,0
1225383359.0,43223.3,2,0
1225367147.0,4810.5,2,0
1225357338.0,9744.7,1,1
1225355829.0,1617205.98,203,0
1225354186.0,7522.59,5,0
1225353766.0,53147.16,58,0
1225353592.0,11047.18,7,0
1225353279.0,580922.89,2,2
1225350788.0,449827.73,36,0
1225349020.0,14958.0,2,0
1225347636.0,23776.33,2,2
1225340847.0,11200.0,2,0
1225340359.0,67927.24,9,0
1225340292.0,4184.52,4,1
1225340045.0,4176.62,20,17
1225334865.0,30000.0,1,0
1225331945.0,37599.35,7,0
1225329972.0,53665.0,9,0
1225329816.0,1201225.24,28,28
1225328818.0,1057609.74,52,0
1225328743.0,155726.85,16,1
1225327091.0,39650.0,10,0
1225326903.0,18675.0,8,0
1225323488.0,3865.0,2,2
1225322902.0,23912.65,10,0
1225322431.0,82583.54000000001,2,0
1225320666.0,27990.0,1,0
1225320534.0,69017.69,17,17
1225317589.0,44566.0,9,0
1225305915.0,55746.0,9,9
1225304918.0,266286.84,98,18
1225303563.0,23322.51,3,0
1225299563.0,46224.35,12,0
1225299027.0,649195.56,18,0
1225298581.0,28638.2,3,0
1225298490.0,636532.1,28,0
1225297856.0,2100.0,1,0
1225296692.0,322185.97000000003,29,0
1225295132.0,168.07,1,0
1225294804.0,30134.0,1,1
1225294762.0,64871.5,1,1
1225294689.0,53079.0,3,0
1225294168.0,204992.48,54,0
1225292568.0,1702.0,2,2
1225292220.0,1715.25,5,0
1225291933.0,47814.630000000005,6,6
1225291511.0,149097.0,4,0
1225284094.0,50045.26,36,0
1225282163.0,1000.0,1,0
1225279169.0,31941.75,2,1
1225278955.0,139815.21,22,19
1225278211.0,62735.29,9,9
1225273840.0,9512.0,8,0
1225272503.0,62736.0,6,6
1225271646.0,437394.54,110,0
1225271331.0,110855.75,30,11
1225270986.0,14691.2,2,1
1225266307.0,54618.79,12,0
1225265937.0,316997.23,7,0
1225265903.0,237785.03,245,0
1225264914.0,25926.56,16,0
1225264336.0,68005.27,2,0
1225260110.0,48368.96,5,0
1225259187.0,10000.0,1,1
1225256274.0,27190.0,1,0
1225251002.0,12256.9,8,0
1225249055.0,264021.23,10,0
1225245707.0,201620.79,47,0
1225245640.0,5557.5,2,2
1225243348.0,29330.0,1,0
1225240286.0,8669.0,6,0
1225240096.0,2288.16,1,0
1225238389.0,6780.3,7,7
1225238272.0,10194.75,3,0
1225236516.0,2174765.03,77,0
1225236300.0,57527.12,18,0
1225235286.0,31650.059999999998,15,7
1225235021.0,909.0,1,0
1225234982.0,13578.24,4,0
1225233521.0,12591.369999999999,7,7
1225230949.0,52596.99,4,0
1225230477.0,4225.11,3,0
1225227507.0,120173.42,22,21
1225227291.0,79733.78,1,1
1225226301.0,163421.39,33,0
1225225865.0,4360.0,3,3
1225221922.0,5744.05,1,1
1225221021.0,6093.75,3,0
1225218043.0,15800.0,1,0
1225215999.0,2884.0,2,2
1225214646.0,159093.65,15,0
1225214174.0,980397.76,23,1
1225206881.0,21589.5,2,0
1225204266.0,485209.61,25,0
1225201304.0,1916513.98,37,0
1225200744.0,350.0,1,0
1225196314.0,337142.38,107,0
1225195381.0,617116.55,92,1
1225194293.0,51330.0,10,0
1225193576.0,851.0,1,0
1225193063.0,2250.0,2,0
1225190432.0,10111.0,7,0
1225187271.0,2130.0,1,0
1225186067.0,86196.0,16,0
1225185010.0,1175.0,1,0
1225182322.0,139721.9,6,0
1225178619.0,19237.8,6,0
1225175201.0,69241.68000000001,4,0
1225161003.0,130940.17,16,0
1225160427.0,577166.76,39,0
1225155831.0,11860.71,3,3
1225149883.0,31117.57,7,0
1225142623.0,133564.01,63,0
1225142367.0,62779.81,7,0
1225141609.0,75240.55,2,0
1225141138.0,840.0,1,0
1225139736.0,34079.13,5,0
1225137896.0,60000.0,1,1
1225134745.0,145716.87,14,0
1225133689.0,2115.0,1,0
1225133424.0,6002.0,5,0
1225131170.0,121315.59,13,0
1225131022.0,7290.0,4,0
1225128903.0,160210.39,4,0
1225128846.0,147695.99,12,12
1225128572.0,155852.73,28,0
1225125669.0,44360.04,12,0
1225125354.0,51901.81,7,0
1225124613.0,5153.0,1,0
1225124431.0,136431.09,9,0
1225121932.0,62481.42,4,0
1225120801.0,180372.4,40,0
1225119647.0,265345.83,139,0
1225119415.0,1806.42,1,0
1225118284.0,4100.0,6,0
1225115785.0,1306.08,1,0
1225115520.0,9370.0,12,0
1225113954.0,902372.52,62,62
1225112667.0,152131.58000000002,3,0
1225111511.0,56605.61,10,10
1225099823.0,17389.0,4,0
1225099195.0,228344.34,59,0
1225099120.0,11357.31,6,0
1225098031.0,32483.94,6,0
1225097538.0,27210.0,2,0
1225097132.0,17925.0,3,3
1225096647.0,91689.0,4,0
1225096357.0,16573.0,7,0
1225095730.0,88046.77,1,1
1225095292.0,7464.87,3,0
1225094741.0,11080.0,3,0
1225094378.0,608939.45,9,9
1225093982.0,110097.8,30,0
1225092596.0,127506.21,1,1
1225092539.0,97415.24,28,0
1225091952.0,89086.75,3,0
1225091267.0,5583.06,1,0
1225088826.0,15021.73,10,4
1225088537.0,70074.67,3,0
1225086283.0,96227.22,23,0
1225086101.0,18276.07,2,0
1225085301.0,3651.28,2,0
1225083900.0,39750.0,7,0
1225083702.0,52217.33,9,0
1225083405.0,451.0,1,0
1225081946.0,61014.28,17,13
1225080906.0,87015.5,46,0
1225080021.0,1950.0,4,0
1225079601.0,178534.98,31,0
1225079486.0,47695.25,6,0
1225077159.0,11762.5,3,0
1225076771.0,18425.0,1,1
1225076193.0,1648521.03,89,0
1225075088.0,248111.33,32,0
1225074743.0,26653.72,19,19
1225073661.0,33210.24,1,0
1225073547.0,6080.0,1,0
1225073075.0,314076.72,6,0
1225070717.0,94933.69,3,0
1225070451.0,170358.66,1,0
1225068620.0,2135850.53,142,141
1225068471.0,25586.0,13,1
1225067234.0,36589.28,9,0
1225064884.0,14264.9,72,0
1225061351.0,81806.86,6,4
1225060080.0,1999157.92,6,0
1225059553.0,155943.84,16,0
1225058985.0,22280.0,2,0
1225058662.0,127874.31,15,0
1225058399.0,83400.0,13,13
1225054810.0,37964.0,8,0
1225054588.0,78027.64,13,0
1225052319.0,4000.0,3,0
1225051170.0,1104225.8599999999,12,3
1225051048.0,883345.62,108,3
1225049547.0,10640.92,11,0
1225046360.0,5154.03,1,0
1225046147.0,994553.87,48,42
1225045560.0,175259.13999999998,48,12
1225042989.0,107749.13,22,17
1225041791.0,1051964.51,125,125
1225040330.0,3625.0,4,0
1225039563.0,51922.84,24,24
1225038557.0,178269.0,28,0
1225038185.0,160100.95,169,0
1225038029.0,60026.0,13,0
1225035694.0,24761.65,1,0
1225034549.0,153745.0,14,0
1225031487.0,62614.79,6,0
1225029655.0,175334.86,41,0
1225029093.0,2825.0,2,0
1225028947.0,357117.08,141,0
1225028533.0,312500.0,1,1
1225024599.0,10090.49,4,0
1225024326.0,251421.75,85,0
1225023138.0,1479.0,1,0
1225020886.0,583081.14,4,0
1225019904.0,70278.2,34,0
1225019557.0,3821310.89,36,0
1225019284.0,3705478.07,273,0
1225018856.0,7438.0,26,0
1225018419.0,162516.43000000002,2,0
1225017312.0,17191.61,2,0
1225016983.0,1211735.99,19,0
1225016819.0,55093.59,15,0
1225016025.0,7000.0,1,0
1225015761.0,795101.08,66,66
1225014848.0,1348313.87,16,0
1225012396.0,8175.0,10,0
1225012339.0,6514.06,1,0
1225011091.0,69700.0,2,0
1225009467.0,5000.0,1,0
1225007669.0,740641.18,133,0
1225007396.0,69686.37,39,0
1225007271.0,3800.0,2,0
1225005705.0,206640.74,40,0
1225004815.0,400.0,2,0
1225002918.0,431476.72,85,0
1225000748.0,26500.0,1,0
1215998687.0,9344611.94,29,0
1215998406.0,43363.9,21,0
1215997267.0,105421.67,22,8
1215997168.0,14176.0,10,0
1215997085.0,950.4,1,0
1215996806.0,19836.0,1,1
1215996574.0,152432.68,7,4
1215996343.0,59068.43,5,1
1215995535.0,15603.0,2,0
1215995352.0,3037.5,1,0
1215995345.0,95671.87,11,0
1215994975.0,497954.61,78,0
1215994744.0,25075.84,5,0
1215992912.0,142976.99,18,18
1215991674.0,6856.4400000000005,3,0
1215991393.0,968.75,4,0
1215989900.0,37564.9,13,0
1215988803.0,5169.88,4,1
1215987854.0,23145.99,6,0
1215986765.0,32123.0,1,0
1215986211.0,167230.4,19,0
1215985197.0,75861.8,1,0
1215984968.0,140135.53,1,0
1215983887.0,3061.85,24,0
1215983614.0,46610.369999999995,4,4
1215983382.0,144252.7,21,21
1215983358.0,1268.75,2,0
1215982350.0,35152.06,7,0
1215981238.0,685996.89,7,1
1215980677.0,26067.0,4,1
1215980321.0,8367.5,11,0
1215979901.0,271699.88,132,0
1215976816.0,34474.16,19,0
1215976543.0,4601.0,4,0
1215975867.0,412567.44,43,0
1215975172.0,30253.0,9,0
1215973540.0,13824.38,2,0
1215972559.0,78901.0,9,0
1215970892.0,4870.0,1,0
1215969605.0,1762830.96,87,1
1215967765.0,2500.0,1,0
1215967518.0,45354.07,28,0
1215966999.0,138324.41999999998,12,0
1215966775.0,982567.2,137,50
1215965983.0,257130.14,98,98
1215965876.0,2101.05,4,0
1215964556.0,11948.45,4,0
1215963368.0,11011.0,11,11
1215961974.0,80505.56,14,0
1215958574.0,227222.55,8,0
1215957782.0,39780.3,1,0
1215957337.0,41474.93,13,0
1215956974.0,13760.16,13,12
1215956321.0,219399.46000000002,4,0
1215955422.0,1599.32,1,0
1215953526.0,117035.09,1,0
1215953450.0,3874.88,4,0
1215951371.0,7500.0,3,0
1215949961.0,47310.47,23,22
1215948690.0,1690121.58,68,58
1215948484.0,9100.0,18,0
1215948450.0,19297.0,4,0
1215948278.0,2971.0,1,0
1215947585.0,69041.40000000001,42,0
1215945548.0,32981.4,9,0
1215943634.0,167078.01,59,5
1215941000.0,547874.31,78,0
1215940358.0,220333.61,3,0
1215939541.0,6914.3,7,0
1215938881.0,34794.67,15,15
1215937446.0,10000.0,1,0
1215936398.0,14035.0,1,0
1215935820.0,865.0,1,0
1215934781.0,6153.3,6,0
1215933379.0,913299.96,92,0
1215933247.0,18644.0,7,0
1215932140.0,929307.14,46,0
1215932033.0,43792.33,22,0
1215931753.0,47700.0,1,0
1215930763.0,332243.22,22,0
1215930458.0,16000.0,6,0
1215930391.0,20860.65,3,0
1215930268.0,941240.71,54,0
1215929542.0,3900.93,3,0
1215928684.0,27597.0,10,5
1215927330.0,26626.010000000002,4,0
1215926944.0,79522.78,12,12
1215926043.0,708882.58,4,0
1215925037.0,138621.77,26,11
1215924840.0,637.5,1,0
1215922406.0,11293.2,10,0
1215922059.0,3415761.57,186,0
1215921432.0,63510.85,21,0
1215920673.0,394945.96,46,0
1215920541.0,10337.0,8,0
1215919535.0,6206.0,2,0
1215918123.0,17660.0,3,0
1215917604.0,32459.38,3,2
1215917190.0,628163.62,122,0
1215916770.0,1821.0,2,0
1215916267.0,26228.6,1,0
1215915871.0,26411.14,38,0
1215915707.0,39355.0,10,10
1215915517.0,63500.0,4,4
1215915152.0,467600.36,148,0
1215915079.0,49879.22,4,2
1215914999.0,10101.88,1,1
1215914353.0,16882.88,10,0
1215913868.0,3931572.99,136,0
1215913199.0,269045.5,41,0
1215912365.0,172800.05,24,0
1215911433.0,36720.0,1,0
1215910336.0,21897.5,3,0
1215910237.0,840.0,1,0
1215909320.0,78.23,1,1
1215907761.0,65600.98,5,3
1215907084.0,2950.0,2,0
1215906979.0,33661.39,5,0
1215905989.0,358799.0,129,0
1215905773.0,600.68,1,0
1215905286.0,54337.0,14,0
1215903810.0,94436.9,2,0
1215901426.0,8382.03,22,0
1215900774.0,5577.91,6,6
1215515473.0,16770.86,4,0
1215469366.0,39149.0,2,0
1215468996.0,29410.2,22,22
1215467097.0,15287.22,7,0
1215464243.0,18250.0,3,0
1215439708.0,199752.62,5,4
1215428891.0,53298.2,1,0
1215391362.0,1624.0,22,22
1215390687.0,12000.0,1,0
1215390661.0,82506.0,29,0
1215374368.0,22857.0,6,0
1215374210.0,27180.0,3,0
1215372263.0,5018293.26,9,0
1215370689.0,23527.36,4,4
1215370333.0,4054.7,2,2
1215357769.0,201045.6,11,11
1215355748.0,19932.82,1,0
1215355011.0,147104.31,48,0
1215349964.0,268147.65,6,6
1215348396.0,51578.36,24,0
1215344122.0,32122.0,4,0
1215324413.0,1122.0,2,0
1215315569.0,49610.86,6,6
1215315015.0,81229.74,14,1
1215314760.0,29900.0,1,1
1215313986.0,28472.0,3,0
1215311600.0,58358.22,8,8
1215303953.0,99620.31999999999,3,0
1215299474.0,53966.9,2,1
1215299193.0,2629.0,3,0
1215299094.0,318666.64,11,0
1215291588.0,100943.49,7,0
1215291398.0,5611.5,1,0
1215290895.0,28259.0,2,2
1215285770.0,1226426.1,30,0
1215282264.0,68293.95,1,0
1215279831.0,5447.5,1,0
1215279625.0,16675.0,6,6
1215279500.0,10251.02,3,0
1215272380.0,23019.0,1,0
1215270343.0,101178.97,5,5
1215268362.0,1167307.09,18,0
1215264536.0,213297.61000000002,4,0
1215262878.0,71249.0,6,0
1215257183.0,236138.99,100,86
1215252754.0,139479.1,5,0
1215249537.0,213752.49,6,0
1215248349.0,177578.0,1,0
1215240932.0,10000.0,1,0
1215234356.0,1100.0,1,0
1215229968.0,127400.87999999999,6,4
1215228572.0,14887.0,39,4
1215228531.0,3100.0,1,0
1215228036.0,5832.0,3,0
1215227756.0,2469.0,1,0
1215226725.0,20225.0,8,0
1215226618.0,72954.23,16,15
1215225552.0,603815.0,9,0
1215224266.0,15325.0,1,0
1215224126.0,456500.27999999997,62,62
1215223839.0,165054.0,6,0
1215223003.0,177848.75,4,0
1215222062.0,510106.0,46,0
1215207238.0,29919.64,4,1
1215203252.0,23700.05,2,1
1215203013.0,1134919.94,8,7
1215201132.0,946174.62,61,0
1215198379.0,8497.46,1,0
1215198056.0,3000.0,1,0
1215198007.0,13725.0,14,0
1215197892.0,330615.36,30,29
1215197793.0,84577.54999999999,2,0
1215197314.0,6025994.74,247,0
1215195516.0,1418400.0,2,0
1215194972.0,4500.0,1,0
1215194808.0,4515.0,5,0
1215194683.0,832.0,2,0
1215194154.0,72462.25,1,0
1215193255.0,858110.6,210,16
1215191259.0,129291.31,56,0
1215191143.0,198663.30000000002,12,0
1215190590.0,119370.23,11,0
1215189550.0,64318.700000000004,6,6
1215189253.0,18459.0,14,0
1215188214.0,100678.14,13,0
1215183066.0,8312.76,9,9
1215179809.0,5962.24,1,0
1215179106.0,1722939.12,43,0
1215172994.0,1895.4,1,0
1215170691.0,2585620.37,85,64
1215169404.0,30182.0,1,0
1215169099.0,70395.67,22,0
1215167648.0,270580.25,6,0
1215166657.0,17369.5,2,0
1215165980.0,10651.0,1,1
1215165667.0,3365.58,4,0
1215161898.0,20515.77,5,5
1215158597.0,4018060.59,230,0
1215157136.0,297061.74,33,0
1215157078.0,68576.05,17,17
1215155908.0,174005.62,15,0
1215155791.0,102240.04000000001,14,0
1215154281.0,29850.74,1,1
1215153226.0,34597.71,30,0
1215150024.0,3868.0,3,0
1215148754.0,606312.91,61,61
1215147913.0,31016.88,3,0
1215146196.0,927290.46,280,3
1215142674.0,19163.0,2,1
1215142500.0,8086.0,1,0
1215141452.0,99.16000000000001,2,2
1215141171.0,91927.6,7,0
1215140496.0,94305.82,42,0
1215140454.0,106596.95,1,0
1215137187.0,3845489.8,11,11
1215134978.0,10100.0,2,0
1215134267.0,194408.55,14,14
1215134101.0,71828.52,1,0
1215131032.0,297969.33999999997,11,11
1215130786.0,50374.48,82,82
1215129739.0,261000.0,7,0
1215129309.0,54115.369999999995,3,0
1215129085.0,171931.53,28,24
1215129044.0,113104.56,13,12
1215128178.0,189050.31,33,0
1215127451.0,133333.84,17,0
1215127337.0,140601.11,6,6
1215126800.0,14650.0,1,0
1215125851.0,4460.0,4,4
1215124805.0,65284.04,4,4
1215124664.0,45511.2,1,0
1215124417.0,1176727.6099999999,48,0
1215123161.0,11450.0,4,0
1215121538.0,453000.06,407,0
1215119151.0,59007.0,3,3
1215118625.0,154790.65,8,7
1215115985.0,27504.8,2,2
1215115894.0,2574417.53,89,0
1215113154.0,23228.64,19,0
1215112701.0,22717.06,12,12
1215108303.0,13166534.74,49,45
1215105267.0,2592661.4,186,0
1215105192.0,4820.07,2,2
1215104252.0,188101.03,3,1
1215101019.0,22077.44,1,0
1215100706.0,51916.32,5,0
1215093968.0,26151.0,3,2
1215090832.0,2262.93,1,1
1215087085.0,1429858.72,13,5
1215085246.0,56903.55,6,6
1215083894.0,70107.88,17,0
1215082961.0,35610.0,12,0
1215081252.0,102462.8,36,0
1215079256.0,197747.48,17,0
1215078647.0,92200.65,24,0
1215076807.0,6025.0,1,1
1215076344.0,92268.13,17,13
1215065529.0,33909.0,10,0
1215064654.0,513993.22,87,4
1215063953.0,108737.65,130,0
1215063920.0,1037575.09,21,0
1215062989.0,75035.0,1,0
1215060819.0,163598.40000000002,17,0
1215060108.0,1028.0,1,0
1215055140.0,22048.0,1,0
1215050570.0,1500.0,1,0
1215049648.0,70039.75,1,1
1215048822.0,1500.0,2,0
1215048509.0,142942.3,32,25
1215048269.0,23120.0,3,0
1215047014.0,142464.5,10,0
1215045232.0,38514.2,2,1
1215042569.0,144943.8,39,0
1215042429.0,231658.28,29,0
1215041942.0,3348.01,1,0
1215038138.0,62884.0,3,0
1215038112.0,13655.0,2,0
1215037114.0,29209.16,6,0
1215036843.0,4751.0,3,0
1215035670.0,7625.15,2,0
1215033501.0,12331.92,4,0
1215033030.0,134172.74,46,17
1215032602.0,101221.81,43,0
1215031521.0,206932.43,19,13
1215030564.0,63731.91,3,0
1215028725.0,75534.8,11,0
1215027800.0,300.0,1,1
1215026158.0,276626.73,74,0
1215025291.0,8657.0,1,0
1215025044.0,3635.23,5,1
1215019724.0,43654.58,7,0
1215019203.0,154946.9,29,0
1215018643.0,12122.67,1,0
1215015508.0,34076.95,6,0
1215012950.0,66699.01,4,4
1215012836.0,1770918.08,246,0
1215012034.0,5626.25,1,1
1215010624.0,255555.0,6,1
1215010061.0,35051.0,73,0
1215009287.0,9685.0,1,0
1215006846.0,31498.25,3,3
1215005558.0,4220.0,2,2
1215000302.0,72276.59,20,0
1205999794.0,4266.0,1,0
1205999463.0,224201.5,16,0
1205998754.0,24433.41,6,0
1205997640.0,3330.0,1,0
1205996014.0,1186111.84,111,0
1205993862.0,142899.31,80,4
1205993813.0,309872.0,32,0
1205991502.0,2124.0,2,0
1205991361.0,227000.92,140,139
1205989068.0,129069.09,20,0
1205987138.0,1200.0,4,0
1205985751.0,75343.74,43,0
1205984796.0,454.0,1,0
1205983202.0,348993.45,14,0
1205982576.0,48588.46,11,0
1205978475.0,1483714.97,35,0
1205974755.0,1483674.6099999999,27,24
1205972239.0,271072.62,8,8
1205970431.0,252.0,9,0
1205969250.0,5222.68,1,1
1205968757.0,526662.28,24,0
1205966819.0,39700.0,2,0
1205955564.0,29115.46,23,0
1205954096.0,256.0,1,1
1205952280.0,222885.46,34,0
1205951720.0,322669.53,73,0
1205951126.0,3288.46,3,3
1205949948.0,13283.38,8,0
1205949930.0,13434.0,8,8
1205948783.0,515922.89999999997,34,0
1205947835.0,26587.15,8,8
1205945466.0,5000.0,1,0
1205944493.0,7278.5,3,0
1205944485.0,19198.72,3,2
1205944303.0,2529.0,2,0
1205944154.0,20312.55,30,0
1205943701.0,90000.0,2,2
1205942521.0,4700.0,2,0
1205937323.0,475.0,1,0
1205936697.0,64450.0,4,0
1205936457.0,180735.46,32,0
1205933892.0,61397.11,1,0
1205933595.0,68550.84,1,0
1205933504.0,93112.7,13,0
1205931789.0,267294.72000000003,169,0
1205931631.0,1584.0,1,1
1205930997.0,78792.94,1,0
1205930815.0,48924.44,27,0
1205929965.0,2095.12,2,0
1205929361.0,630203.83,2,2
1205926250.0,480378.77999999997,6,4
1205925716.0,6171.0,6,6
1205925401.0,58585.27,4,0
1205924503.0,1247757.39,73,0
1205923810.0,20000.0,1,0
1205923380.0,91681.44,17,0
1205923042.0,47367.88,11,0
1205923034.0,79358.5,3,3
1205922655.0,72666.0,7,4
1205922374.0,10000.0,1,0
1205921095.0,154377.0,2,2
1205920048.0,335976.92,6,5
1205918679.0,44154.75,2,0
1205917077.0,1212494.9,5,0
1205916343.0,40340.0,7,7
1205915873.0,32234.25,9,9
1205913589.0,2961939.62,168,0
1205912540.0,374626.03,40,39
1205912177.0,43286.8,7,3
1205911203.0,102015.0,4,0
1205910734.0,133147.68,22,12
1205910502.0,487863.37,23,0
1205910189.0,53047.0,16,0
1205905379.0,169647.93,9,4
1205905171.0,551972.91,19,0
1205903663.0,65532.86,6,0
1205898681.0,152720.0,2,0
1205898236.0,115019.19,5,0
1205897840.0,176035.22,19,0
1205897154.0,15861.0,5,0
1205896933.0,1021452.03,229,229
1205895034.0,1257855.28,32,0
1205893708.0,20615.99,2,0
1205892163.0,880643.59,39,0
1205891405.0,50741.18,7,0
1205890555.0,15070.0,6,0
1205889938.0,99350.28,21,0
1205889318.0,182831.89,2,0
1205887601.0,7233.1,1,0
1205887270.0,60480.0,1,0
1205886439.0,500.0,1,0
1205886124.0,7976.82,1,0
1205885605.0,5000.0,2,2
1205884822.0,15895.5,1,0
1205884525.0,302377.24,28,28
1205882073.0,89736.0,11,0
1205881489.0,48699.01,2,0
1205877941.0,2471.0,2,2
1205877669.0,1013640.51,54,45
1205876927.0,46299.8,17,0
1205876406.0,131996.42,11,0
1205876307.0,130473.2,1,1
1205874377.0,993743.5800000001,83,77
1205870748.0,3681.59,5,1
1205870045.0,108188.0,2,0
1205869765.0,85761.0,14,0
1205869013.0,290556.75,31,30
1205868973.0,63540.0,4,0
1205868445.0,282395.31,36,36
1205867108.0,1676.7,1,0
1205865540.0,840.0,1,0
1205864006.0,10140.0,2,0
1205863198.0,1972.0,1,0
1205861598.0,323833.27999999997,95,0
1205859352.0,284345.46,3,0
1205856309.0,11460.0,3,0
1205855277.0,3946.42,3,0
1205854924.0,10127.2,1,0
1205854692.0,85944.29,7,0
1205854247.0,24599.15,7,7
1205854015.0,592754.87,268,0
1205853884.0,25745.16,135,0
1205852985.0,599303.01,178,0
1205852779.0,31170.0,10,0
1205851888.0,11368.5,1,0
1205851730.0,247675.38,23,9
1205850732.0,8418.46,13,13
1205849577.0,69317.59,19,0
1205846466.0,12758.0,1,0
1205845732.0,6930.0,21,0
1205844990.0,2000.0,1,0
1205844750.0,38361.54,4,0
1205840907.0,1500.0,1,0
1205838562.0,79912.23,12,0
1205837069.0,98123.0,1,0
1205836517.0,24737.0,3,0
1205835022.0,1028247.3500000001,40,0
1205834777.0,11550.0,1,0
1205834728.0,33882.0,11,0
1205834439.0,70762.5,10,0
1205834397.0,641592.97,30,0
1205833662.0,660818.72,45,0
1205833563.0,203770.76,63,0
1205833258.0,6885.4,8,0
1205832201.0,91257.6,2,2
1205832128.0,235625.06,3,0
1205830775.0,2652526.33,198,1
1205830627.0,7650.0,3,0
1205828977.0,3003075.0700000003,68,0
1205828969.0,246564.07,27,0
1205826419.0,82467.63,34,0
1205825650.0,90089.27,18,0
1205825338.0,8000.0,1,0
1205824778.0,2149646.0,549,2
1205824331.0,84224.75,23,3
1205824141.0,36395.77,1,1
1205823838.0,14102.46,6,0
1205823671.0,299701.99,11,0
1205823598.0,2626.28,2,0
1205821675.0,50161.0,10,0
1205819307.0,565590.1,69,0
1205818101.0,1439293.22,264,0
1205816667.0,796355.3200000001,46,0
1205816287.0,260421.65,19,0
1205815529.0,280723.09,236,0
1205815503.0,1977.0,3,0
1205815008.0,54.0,1,0
1205814092.0,325817.08999999997,82,0
1205810066.0,68072.16,33,0
1205809365.0,184368.12,8,0
1205809308.0,1003525.22,131,0
1205808300.0,7000.0,1,0
1205808045.0,8710.1,5,0
1205805736.0,16349.39,10,0
1205804457.0,13054.75,4,0
1205803202.0,979565.17,362,0
1205802618.0,8375.24,4,0
1205800273.0,7751.5,9,1
1205800240.0,74260.0,4,0
1205564044.0,294203.17,2,2
1205406410.0,557248.86,20,0
1205383023.0,36812.51,61,60
1205368701.0,1029.88,4,0
1205362258.0,2461.83,2,2
1205330024.0,19612.4,7,0
1205324209.0,7140.0,1,0
1205322385.0,32553.47,2,2
1205299054.0,386133.69999999995,5,0
1205288370.0,55450.0,1,0
1205275336.0,189324.86000000002,55,0
1205274131.0,148616.5,7,0
1205271954.0,41246.0,3,3
1205270204.0,54780.98,14,14
1205270139.0,18750.0,1,0
1205257920.0,4149.51,184,184
1205255205.0,307507.27,10,10
1205254208.0,5000.0,3,0
1205244993.0,143015.08,25,0
1205231008.0,93685.0,73,0
1205221603.0,265054.0,6,6
1205221553.0,30762.98,1,1
1205221405.0,82256.34,2,0
1205221280.0,2345.0,1,0
1205218211.0,45760.0,1,0
1205199346.0,29967.0,15,0
1205195195.0,156724.55,30,13
1205194198.0,7945.0,1,0
1205193331.0,43421.71,9,0
1205192382.0,25759.5,2,0
1205191400.0,32482.5,12,0
1205190568.0,1346262.09,20,6
1205182508.0,44588.76,30,0
1205180049.0,52508.19,29,0
1205179793.0,21298.52,8,0
1205179777.0,31150.0,2,2
1205178530.0,21099.2,1,1
1205178449.0,15108.58,7,0
1205168887.0,116786.57,3,0
1205162245.0,8995.5,2,0
1205162203.0,91486.98999999999,4,2
1205160173.0,328802.93,17,3
1205157476.0,29707.5,1,1
1205156866.0,54881.2,8,0
1205155215.0,239237.56,2,1
1205154754.0,14000.0,1,1
1205152790.0,3931.24,3,0
1205147873.0,438062.27,17,0
1205147782.0,48712.68,1,1
1205147022.0,34143.0,3,0
1205130572.0,152515.27,3,3
1205129897.0,111556.41,5,0
1205128790.0,36647.5,5,0
1205118296.0,76953.25,32,0
1205115714.0,18516.56,9,0
1205114402.0,8048.0,1,0
1205101060.0,266009.52,8,5
1205099702.0,298292.65,23,23
1205096336.0,7675.0,2,0
1205095882.0,148306.5,1,0
1205095445.0,39664.4,29,29
1205095262.0,55652.2,8,3
1205092939.0,30630.0,5,1
1205092871.0,32816.5,3,1
1205091758.0,255868.09,170,0
1205091527.0,85025.0,3,0
1205090107.0,286083.5,5,1
1205088556.0,399225.36,154,154
1205087087.0,806790.2,61,0
1205084605.0,19865.0,1,1
1205082666.0,77988.08,9,0
1205079373.0,413921.09,482,0
1205078912.0,17474.0,5,0
1205077138.0,39295.86,3,3
1205074010.0,2180.0,1,0
1205070851.0,370.0,1,0
1205068186.0,1714.4,1,0
1205061918.0,78608.76,7,1
1205061702.0,74484.0,2,1
1205061678.0,54572.0,9,9
1205060282.0,2851.6,1,1
1205051018.0,518270.6,2,0
1205046927.0,237198.77000000002,9,6
1205040128.0,50640.0,6,4
1205038247.0,132706.16,8,8
1205037256.0,158174.0,1,1
1205037116.0,1000.0,4,0
1205036456.0,1011958.47,158,0
1205035466.0,743104.25,64,62
1205035029.0,605823.24,68,0
1205033073.0,13057.7,7,0
1205029998.0,34541.38,4,4
1205028644.0,79445.33,14,6
1205027349.0,989.0,3,3
1205025988.0,25555.45,3,0
1205013794.0,27980.0,1,1
1205009115.0,69304.01,11,11
1205009024.0,9163.0,4,4
1205002144.0,29183.95,10,10
1205000148.0,68.4,1,0
1194999532.0,8950.0,3,0
1194997015.0,4315.0,2,0
1194992297.0,6365.0,6,6
1194991208.0,450.0,1,0
1194990499.0,31300.489999999998,16,14
1194989491.0,18286.9,2,0
1194988659.0,240169.5,6,6
1194987883.0,728.25,3,0
1194987776.0,394478.2,74,0
1194987537.0,10000.0,1,0
1194987230.0,149387.65,1,0
1194986703.0,43026.55,7,0
1194986356.0,1024075.0,2,2
1194985564.0,200.0,1,0
