NPI,Payment_Type,Total_Payment_USDollars,Interaction
1124029582.0,Cash or cash equivalent,30000.0,1
1124028998.0,Cash or cash equivalent,34583.4,12
1124027859.0,Cash or cash equivalent,500.0,1
1124027859.0,In-kind items and services,118.0,1
1124027552.0,Cash or cash equivalent,158631.49,45
1124026554.0,Cash or cash equivalent,1948676.6,254
1124026554.0,In-kind items and services,33914.22,20
1124025309.0,Cash or cash equivalent,387977.2,98
1124025309.0,In-kind items and services,19351.399999999998,6
1124024559.0,In-kind items and services,885.4399999999999,2
1124024054.0,Cash or cash equivalent,5238210.86,540
1124024054.0,In-kind items and services,41949.15,7
1124023668.0,Cash or cash equivalent,1000.0,1
1124023635.0,Cash or cash equivalent,97693.57,1
1124022082.0,Cash or cash equivalent,300917.72,64
1124021829.0,Cash or cash equivalent,4000.0,1
1124021753.0,Cash or cash equivalent,98200.49,9
1124021514.0,Cash or cash equivalent,2250.0,1
1124021258.0,Cash or cash equivalent,56899.0,10
1124020367.0,Cash or cash equivalent,190683.91,33
1124020052.0,Cash or cash equivalent,90821.78,9
1124020052.0,In-kind items and services,201361.03,5
1124019351.0,Cash or cash equivalent,51861.67,10
1124018528.0,Cash or cash equivalent,5830.0,5
1124018353.0,Cash or cash equivalent,5408.42,1
1124018049.0,Cash or cash equivalent,6750.0,1
1124016787.0,Cash or cash equivalent,369941.92,59
1124016084.0,Cash or cash equivalent,15547.0,40
1124015888.0,Cash or cash equivalent,298556.45,4
1124014741.0,Cash or cash equivalent,4175.6,1
1124013826.0,Cash or cash equivalent,9490.0,1
1124013214.0,Cash or cash equivalent,175897.58,159
1124011515.0,Cash or cash equivalent,194924.93,4
1124011473.0,Cash or cash equivalent,119936.03,26
1124011473.0,In-kind items and services,1631.47,1
1124011408.0,Cash or cash equivalent,1013.0,1
1124011259.0,Cash or cash equivalent,284966.07,31
1124010673.0,Cash or cash equivalent,162757.47,113
1124010434.0,Cash or cash equivalent,96102.84,41
1124010434.0,In-kind items and services,17768.69,2
1124009881.0,Cash or cash equivalent,1265233.0,3
1124009824.0,Cash or cash equivalent,5250.0,1
1124008941.0,Cash or cash equivalent,17219.989999999998,8
1124008040.0,Cash or cash equivalent,420989.21,3
1124005830.0,Cash or cash equivalent,64384.3,40
1124005830.0,In-kind items and services,25.0,1
1124005038.0,Cash or cash equivalent,342072.93,12
1124005038.0,In-kind items and services,1050.79,4
1124004718.0,Cash or cash equivalent,286360.98,2
1124004585.0,Cash or cash equivalent,70821.93,10
1124004585.0,In-kind items and services,634.0,1
1124002209.0,Cash or cash equivalent,9000.0,2
1124001417.0,Cash or cash equivalent,43282.45,9
1124001342.0,Cash or cash equivalent,1310.8,1
1124000278.0,Cash or cash equivalent,100.62,1
1114999570.0,Cash or cash equivalent,49518.0,2
1114999265.0,Cash or cash equivalent,900.0,1
1114999125.0,Cash or cash equivalent,1325614.04,94
1114999125.0,In-kind items and services,440.97,1
1114999083.0,Cash or cash equivalent,45697.45,3
1114998200.0,In-kind items and services,17264.25,1
1114997707.0,Cash or cash equivalent,4318.26,1
1114996568.0,Cash or cash equivalent,68971.22,12
1114996071.0,Cash or cash equivalent,102436.54,17
1114992088.0,Cash or cash equivalent,1456838.27,61
1114992088.0,In-kind items and services,28362.42,337
1114990579.0,Cash or cash equivalent,15368.97,1
1114989977.0,Cash or cash equivalent,19253.56,6
1114989761.0,Cash or cash equivalent,9800.0,1
1114989761.0,In-kind items and services,3044.77,1
1114989290.0,Cash or cash equivalent,65681.61,9
1114989191.0,Cash or cash equivalent,30666.4,11
1114989134.0,Cash or cash equivalent,10873.0,1
1114989134.0,In-kind items and services,37481.68,1
1114988904.0,Cash or cash equivalent,37747.0,3
1114988243.0,Cash or cash equivalent,74718.31999999999,14
1114988045.0,Cash or cash equivalent,68977.0,2
1114987997.0,Cash or cash equivalent,1000.0,1
1114987757.0,Cash or cash equivalent,7200.0,2
1114982915.0,Cash or cash equivalent,73130.5,19
1114982725.0,Cash or cash equivalent,864.0,1
1114981917.0,Cash or cash equivalent,33993.8,30
1114981073.0,Cash or cash equivalent,286993.79,24
1114981073.0,In-kind items and services,7781.97,2
1114980901.0,Cash or cash equivalent,133066.46,13
1114980067.0,Cash or cash equivalent,1269721.0999999999,63
1114980067.0,In-kind items and services,3410.64,2
1114979671.0,Cash or cash equivalent,3418.2,1
1114979168.0,Cash or cash equivalent,426255.18,139
1114979168.0,In-kind items and services,12768.43,114
1114977378.0,Cash or cash equivalent,130378.0,16
1114977378.0,In-kind items and services,17232.21,2
1114976602.0,Cash or cash equivalent,11231.2,1
1114976214.0,Cash or cash equivalent,10141.0,2
1114975737.0,Cash or cash equivalent,67078.0,1
1114975737.0,In-kind items and services,5939.24,3
1114975596.0,Cash or cash equivalent,1638.0,2
1114974466.0,Cash or cash equivalent,33464.96,8
1114973617.0,Cash or cash equivalent,236316.36000000002,74
1114973617.0,In-kind items and services,22321.82,2
1114973203.0,Cash or cash equivalent,199169.72,40
1114973203.0,In-kind items and services,983.7,2
1114972551.0,Cash or cash equivalent,4300.0,3
1114971504.0,Cash or cash equivalent,3954.76,1
1114971439.0,Cash or cash equivalent,5000.0,1
1114969359.0,Cash or cash equivalent,419.64,1
1114967981.0,Cash or cash equivalent,48.2,1
1114967908.0,Cash or cash equivalent,262786.1,4
1114967908.0,In-kind items and services,2599.99,2
1114966470.0,Cash or cash equivalent,27950.0,1
1114966298.0,Cash or cash equivalent,598999.49,9
1114966298.0,In-kind items and services,132233.7,1
1114966108.0,In-kind items and services,5302.2,1
1114965159.0,Cash or cash equivalent,80075.0,4
1114964921.0,Cash or cash equivalent,61.06,1
1114964756.0,Cash or cash equivalent,46142.0,5
1114963147.0,Cash or cash equivalent,11415.0,4
1114962933.0,Cash or cash equivalent,63179.0,4
1114961554.0,Cash or cash equivalent,3541.0,2
1114961216.0,In-kind items and services,6182.28,1
1114961091.0,In-kind items and services,835.49,1
1114960465.0,Cash or cash equivalent,37276.0,2
1114958402.0,Cash or cash equivalent,4595.4,2
1114957164.0,Cash or cash equivalent,40468.56,1
1114956802.0,Cash or cash equivalent,317413.78,116
1114956802.0,In-kind items and services,480.0,2
1114956752.0,Cash or cash equivalent,29873.15,10
1114956745.0,Cash or cash equivalent,17052.600000000002,5
1114956067.0,Cash or cash equivalent,428208.05,69
1114956067.0,In-kind items and services,3325.92,2
1114953650.0,Cash or cash equivalent,142822.25,3
1114953650.0,In-kind items and services,434.0,1
1114950714.0,Cash or cash equivalent,27116.0,13
1114949807.0,Cash or cash equivalent,34977.8,6
1114949617.0,Cash or cash equivalent,1739386.09,160
1114949617.0,In-kind items and services,118552.5,1
1114947769.0,Cash or cash equivalent,281671.3,33
1114947769.0,In-kind items and services,9468.95,102
1114947272.0,Cash or cash equivalent,630604.55,159
1114947124.0,Cash or cash equivalent,34820.03,5
1114946662.0,Cash or cash equivalent,188949.54,6
1114945474.0,Cash or cash equivalent,407420.4,21
1114944972.0,Cash or cash equivalent,196114.6,31
1114942752.0,Cash or cash equivalent,3163.75,3
1114942752.0,In-kind items and services,1713.7,1
1114940731.0,Cash or cash equivalent,186885.39,14
1114940731.0,In-kind items and services,828.36,1
1114939113.0,Cash or cash equivalent,44510.759999999995,5
1114937075.0,Cash or cash equivalent,4161.0,6
1114935418.0,Cash or cash equivalent,4520615.57,381
1114935418.0,In-kind items and services,19509.43,9
1114934056.0,Cash or cash equivalent,288135.08,26
1114934056.0,In-kind items and services,474615.95999999996,11
1114933777.0,Cash or cash equivalent,165649.26,38
1114933272.0,Cash or cash equivalent,3200.0,1
1114930781.0,Cash or cash equivalent,253942.25,51
1114929346.0,Cash or cash equivalent,348588.08,58
1114929346.0,In-kind items and services,3471.01,96
1114929114.0,Cash or cash equivalent,187234.96,61
1114929114.0,In-kind items and services,228673.36000000002,4
1114926797.0,Cash or cash equivalent,10064.0,2
1114926680.0,Cash or cash equivalent,1650.0,5
1114926425.0,Cash or cash equivalent,436791.82,73
1114926367.0,Cash or cash equivalent,6175.0,1
1114926367.0,In-kind items and services,2651.3,1
1114924578.0,Cash or cash equivalent,17016.0,4
1114923505.0,Cash or cash equivalent,23426.449999999997,2
1114923380.0,Cash or cash equivalent,63064.96,14
1114923380.0,In-kind items and services,14722.32,4
1114922432.0,Cash or cash equivalent,4741.76,5
1114922432.0,In-kind items and services,5967.25,1
1114922390.0,Cash or cash equivalent,1334840.43,15
1114922390.0,In-kind items and services,400775.3,7
1114921806.0,Cash or cash equivalent,280846.2,13
1114921665.0,Cash or cash equivalent,500988.93,70
1114921665.0,In-kind items and services,67.0,2
1114921608.0,In-kind items and services,5126.839999999999,2
1114920626.0,Cash or cash equivalent,77515.0,31
1114920618.0,Cash or cash equivalent,76131.0,15
1114919487.0,Cash or cash equivalent,1506.0,1
1114918349.0,Cash or cash equivalent,12500.0,1
1114918141.0,Cash or cash equivalent,63942.93,11
1114916517.0,Cash or cash equivalent,10000.0,1
1114915444.0,Cash or cash equivalent,48192.0,4
1114914934.0,Cash or cash equivalent,791573.88,67
1114914553.0,Cash or cash equivalent,9000.0,2
1114914272.0,Cash or cash equivalent,25799.2,2
1114913217.0,Cash or cash equivalent,12503.5,1
1114913217.0,In-kind items and services,180.98,1
1114913134.0,Cash or cash equivalent,670902.38,36
1114913134.0,In-kind items and services,40693.24,2
1114912516.0,Cash or cash equivalent,17894.0,1
1114911633.0,Cash or cash equivalent,3616.35,5
1114911211.0,Cash or cash equivalent,121712.0,3
1114910031.0,Cash or cash equivalent,77017.0,9
1114910031.0,In-kind items and services,71471.0,4
1114909181.0,Cash or cash equivalent,47163.22,4
1114906625.0,Cash or cash equivalent,46250.0,1
1114906542.0,Cash or cash equivalent,40628.19,6
1114906542.0,In-kind items and services,16819.66,1
1114905429.0,Cash or cash equivalent,133766.33,1
1114904109.0,Cash or cash equivalent,100656.0,2
1114904109.0,In-kind items and services,1044.45,1
1114903648.0,Cash or cash equivalent,558.0,1
1114903507.0,Cash or cash equivalent,30609.0,2
1114903507.0,In-kind items and services,44678.43,2
1114902681.0,Cash or cash equivalent,17040.0,1
1114900339.0,Cash or cash equivalent,5949.0,4
1114457595.0,Cash or cash equivalent,105636.03,2
1114457595.0,In-kind items and services,47265.76,2
1114452679.0,Cash or cash equivalent,53506.0,2
1114450871.0,Cash or cash equivalent,23346.9,1
1114449493.0,Cash or cash equivalent,1417.91,4
1114448784.0,Cash or cash equivalent,56323.840000000004,14
1114448305.0,Cash or cash equivalent,60730.76,5
1114448305.0,In-kind items and services,6350.0,1
1114440690.0,Cash or cash equivalent,10000.0,1
1114422011.0,Cash or cash equivalent,1056.0,3
1114414208.0,In-kind items and services,11500.0,1
1114389855.0,Cash or cash equivalent,200116.7,13
1114365921.0,Cash or cash equivalent,13155.9,4
1114364247.0,Cash or cash equivalent,41166.0,7
1114364064.0,Cash or cash equivalent,6775.0,1
1114364056.0,Cash or cash equivalent,37782.0,2
1114362795.0,Cash or cash equivalent,90000.0,1
1114362654.0,Cash or cash equivalent,59563.270000000004,9
1114362068.0,Cash or cash equivalent,2291.9,1
1114362001.0,Cash or cash equivalent,72921.3,5
1114350048.0,Cash or cash equivalent,41698.21,2
1114345725.0,Cash or cash equivalent,1545.0,1
1114345246.0,Cash or cash equivalent,73593.0,25
1114340858.0,Cash or cash equivalent,42436.17,2
1114332236.0,Cash or cash equivalent,9772.14,1
1114330339.0,Cash or cash equivalent,52674.0,14
1114317344.0,Cash or cash equivalent,12704.0,2
1114312972.0,Cash or cash equivalent,65471.6,29
1114312410.0,Cash or cash equivalent,508.0,1
1114311040.0,Cash or cash equivalent,205938.0,3
1114293164.0,Cash or cash equivalent,1708980.0,2
1114292653.0,Cash or cash equivalent,60388.0,3
1114292653.0,In-kind items and services,3412.8,1
1114289741.0,Cash or cash equivalent,50389.02,1
1114289519.0,Cash or cash equivalent,9860.0,1
1114288859.0,Cash or cash equivalent,298428.4,23
1114288859.0,In-kind items and services,974264.64,19
1114288032.0,Cash or cash equivalent,18626.0,3
1114283132.0,Cash or cash equivalent,29982.0,5
1114275997.0,Cash or cash equivalent,17778.75,3
1114269479.0,Cash or cash equivalent,512165.9,29
1114259462.0,Cash or cash equivalent,10658.75,5
1114253515.0,Cash or cash equivalent,13330.64,2
1114245503.0,Cash or cash equivalent,1600.0,1
1114245420.0,Cash or cash equivalent,749803.37,47
1114245420.0,In-kind items and services,3522099.0,8
1114244134.0,Cash or cash equivalent,11000.0,1
1114243987.0,Cash or cash equivalent,7800.0,1
1114243482.0,Cash or cash equivalent,141176.28,14
1114242005.0,Cash or cash equivalent,35894.0,9
1114241973.0,Cash or cash equivalent,800180.55,82
1114241973.0,In-kind items and services,3979.94,3
1114241882.0,Cash or cash equivalent,4930.0,3
1114239308.0,In-kind items and services,50320.78,9
1114239126.0,Cash or cash equivalent,45932.0,11
1114238722.0,Cash or cash equivalent,6899.72,1
1114221942.0,Cash or cash equivalent,13800.0,1
1114221942.0,In-kind items and services,19488.0,1
1114218757.0,Cash or cash equivalent,19210.0,3
1114218070.0,Cash or cash equivalent,132953.6,21
1114218070.0,In-kind items and services,5583.26,1
1114216454.0,Cash or cash equivalent,33595.0,3
1114214566.0,Cash or cash equivalent,23055.0,4
1114213774.0,Cash or cash equivalent,47569.5,13
1114212263.0,Cash or cash equivalent,400000.0,1
1114211166.0,Cash or cash equivalent,23518.08,212
1114210978.0,Cash or cash equivalent,6900.0,3
1114210978.0,In-kind items and services,118.0,1
1114210416.0,Cash or cash equivalent,9414.57,4
1114210168.0,Cash or cash equivalent,2880.0,1
1114194008.0,Cash or cash equivalent,8161.66,4
1114193133.0,Cash or cash equivalent,477.63,1
1114193133.0,In-kind items and services,86843.56999999999,2
1114192242.0,Cash or cash equivalent,96094.45,4
1114190212.0,In-kind items and services,1296.86,1
1114190014.0,Cash or cash equivalent,466083.29,65
1114189305.0,Cash or cash equivalent,2500.0,1
1114188471.0,Cash or cash equivalent,142824.65,7
1114188471.0,In-kind items and services,44371.01,1
1114187697.0,Cash or cash equivalent,1000.0,1
1114187440.0,In-kind items and services,4230.23,1
1114185923.0,In-kind items and services,600.0,1
1114185808.0,In-kind items and services,183278.25,3
1114185394.0,Cash or cash equivalent,13731.62,2
1114184058.0,Cash or cash equivalent,59477.46,3
1114183902.0,Cash or cash equivalent,129422.76,11
1114183902.0,In-kind items and services,1374.21,2
1114183019.0,Cash or cash equivalent,8727.28,4
1114181740.0,Cash or cash equivalent,850811.78,16
1114181740.0,In-kind items and services,377825.06,5
1114179264.0,Cash or cash equivalent,769125.53,64
1114174729.0,Cash or cash equivalent,3000.0,1
1114173754.0,Cash or cash equivalent,35092.0,6
1114165115.0,Cash or cash equivalent,8766.14,4
1114160082.0,Cash or cash equivalent,2183411.31,27
1114160082.0,In-kind items and services,139851.98,6
1114158698.0,Cash or cash equivalent,22157.0,9
1114155603.0,Cash or cash equivalent,1472872.37,84
1114153764.0,Cash or cash equivalent,131935.3,13
1114153731.0,Cash or cash equivalent,459881.51,64
1114153731.0,In-kind items and services,2900.0,4
1114151537.0,Cash or cash equivalent,8667.0,3
1114142064.0,Cash or cash equivalent,429828.2,58
1114140795.0,Cash or cash equivalent,205745.0,7
1114138534.0,Cash or cash equivalent,488.0,1
1114136371.0,Cash or cash equivalent,44625.68,24
1114134301.0,Cash or cash equivalent,83149.11,7
1114133758.0,Cash or cash equivalent,42829.0,16
1114132701.0,In-kind items and services,36104.42,1
1114128519.0,Cash or cash equivalent,13362.19,25
1114128261.0,Cash or cash equivalent,7150.0,1
1114127198.0,Cash or cash equivalent,500.0,1
1114123395.0,Cash or cash equivalent,11697.99,4
1114121647.0,Cash or cash equivalent,66920.3,17
1114121092.0,Cash or cash equivalent,28819.2,15
1114120334.0,Cash or cash equivalent,2450.0,1
1114119914.0,Cash or cash equivalent,18246.76,1
1114117769.0,Cash or cash equivalent,281093.89,20
1114117769.0,In-kind items and services,2324150.48,2
1114110566.0,Cash or cash equivalent,87063.93,222
1114110244.0,Cash or cash equivalent,50132.09,1
1114107935.0,Cash or cash equivalent,4950.0,1
1114104999.0,Cash or cash equivalent,2335.0,1
1114103629.0,In-kind items and services,984.33,1
1114100104.0,Cash or cash equivalent,11698.5,3
1114100047.0,Cash or cash equivalent,211190.19,15
1114100047.0,In-kind items and services,546.0,1
1114096567.0,Cash or cash equivalent,1340616.7,44
1114096567.0,In-kind items and services,29476.62,1
1114093622.0,Cash or cash equivalent,157151.68,15
1114089661.0,Cash or cash equivalent,76557.37,4
1114089661.0,In-kind items and services,178.56,1
1114089489.0,Cash or cash equivalent,56226.92,3
1114087640.0,Cash or cash equivalent,222.9,1
1114078763.0,Cash or cash equivalent,164962.45,4
1114076395.0,Cash or cash equivalent,11892.69,106
1114075439.0,Cash or cash equivalent,400000.0,1
1114056959.0,Cash or cash equivalent,3785.91,42
1114055761.0,Cash or cash equivalent,992516.3,20
1114055761.0,In-kind items and services,52739.89,2
1114047552.0,Cash or cash equivalent,94101.26,4
1114047552.0,In-kind items and services,32320.79,5
1114045341.0,Cash or cash equivalent,155430.74,58
1114045184.0,Cash or cash equivalent,101914.74,26
1114045184.0,In-kind items and services,83191.99,9
1114044468.0,Cash or cash equivalent,14414.39,1
1114041274.0,Cash or cash equivalent,8407.8,11
1114037421.0,Cash or cash equivalent,53019.159999999996,8
1114036720.0,Cash or cash equivalent,208791.0,2
1114035839.0,Cash or cash equivalent,1638.4,1
1114032687.0,Cash or cash equivalent,45274.0,13
1114030707.0,Cash or cash equivalent,479240.92,144
1114030707.0,In-kind items and services,4965774.1899999995,117
1114030673.0,Cash or cash equivalent,3963999.29,87
1114030673.0,In-kind items and services,11834.64,5
1114026853.0,Cash or cash equivalent,4000.0,2
1114025780.0,Cash or cash equivalent,189263.77,16
1114025244.0,Cash or cash equivalent,68064.75,5
1114025244.0,In-kind items and services,133.12,2
1114022837.0,Cash or cash equivalent,17435.33,1
1114022332.0,Cash or cash equivalent,228732.25,14
1114022332.0,In-kind items and services,5220.6,9
1114020922.0,Cash or cash equivalent,10348.2,6
1114018694.0,Cash or cash equivalent,255250.0,205
1114017894.0,Cash or cash equivalent,65144.0,3
1114017605.0,Cash or cash equivalent,820747.23,53
1114017605.0,In-kind items and services,503359.37,14
1114017175.0,Cash or cash equivalent,2714485.88,41
1114013364.0,Cash or cash equivalent,6669.4,2
1114012895.0,Cash or cash equivalent,82362.51,8
1114011285.0,Cash or cash equivalent,63343.399999999994,2
1114010311.0,Cash or cash equivalent,182229.08000000002,3
1114010097.0,Cash or cash equivalent,30034.2,7
1114008364.0,Cash or cash equivalent,2067.0,2
1114007606.0,Cash or cash equivalent,19339.49,13
1114007606.0,In-kind items and services,880.32,1
1114007531.0,Cash or cash equivalent,67602.97,3
1114003498.0,Cash or cash equivalent,3590.33,5
1114003480.0,Cash or cash equivalent,707152.37,130
1114003480.0,In-kind items and services,27787.34,11
1114002938.0,Cash or cash equivalent,3179069.02,66
1114002938.0,In-kind items and services,1527677.54,26
1114001138.0,Cash or cash equivalent,963595.7799999999,31
1114001021.0,Cash or cash equivalent,1427884.68,55
1114001005.0,Cash or cash equivalent,46010.520000000004,35
1114001005.0,In-kind items and services,710889.8,8
1114000114.0,Cash or cash equivalent,14634.1,12
1104997444.0,Cash or cash equivalent,4380.0,5
1104997105.0,Cash or cash equivalent,7100.0,3
1104995828.0,Cash or cash equivalent,42261.04,14
1104990761.0,Cash or cash equivalent,1508636.4,193
1104990761.0,In-kind items and services,20353.46,351
1104989649.0,Cash or cash equivalent,15600.0,1
1104987122.0,Cash or cash equivalent,13560.46,1
1104987122.0,In-kind items and services,1935.44,1
1104984632.0,Cash or cash equivalent,671.5,1
1104984491.0,Cash or cash equivalent,67393.0,3
1104984491.0,In-kind items and services,1814.84,1
1104983766.0,Cash or cash equivalent,120180.0,11
1104982420.0,Cash or cash equivalent,989.0,3
1104982057.0,Cash or cash equivalent,7371.25,4
1104980382.0,Cash or cash equivalent,17156.21,6
1104980382.0,In-kind items and services,4159.79,1
1104979335.0,Cash or cash equivalent,145816.0,2
1104978857.0,Cash or cash equivalent,30168.5,4
1104976109.0,Cash or cash equivalent,282243.63,24
1104976109.0,In-kind items and services,5624.0,1
1104972835.0,Cash or cash equivalent,245865.21,57
1104972835.0,In-kind items and services,346875.0,4
1104967025.0,Cash or cash equivalent,59003.7,8
1104967025.0,In-kind items and services,1794.63,5
1104960525.0,Cash or cash equivalent,51459.2,3
1104960525.0,In-kind items and services,18722.55,3
1104953546.0,Cash or cash equivalent,46359.0,7
1104953546.0,In-kind items and services,2486.51,1
1104952969.0,Cash or cash equivalent,26447.13,2
1104952969.0,In-kind items and services,10395.0,1
1104951508.0,Cash or cash equivalent,4160.0,2
1104948231.0,Cash or cash equivalent,100396.46,2
1104948231.0,In-kind items and services,11585.25,5
1104945955.0,Cash or cash equivalent,136587.3,8
1104938109.0,Cash or cash equivalent,60758.05,1
1104937713.0,Cash or cash equivalent,25472.0,2
1104935253.0,Cash or cash equivalent,198140.0,3
1104933878.0,Cash or cash equivalent,124170.24,14
1104933878.0,In-kind items and services,79401.2,6
1104932722.0,Cash or cash equivalent,276415.48,18
1104930916.0,Cash or cash equivalent,124131.56,28
1104930916.0,In-kind items and services,869.83,1
1104929025.0,Cash or cash equivalent,261132.4,4
1104928720.0,Cash or cash equivalent,2750990.16,17
1104928043.0,Cash or cash equivalent,447845.75,59
1104927607.0,Cash or cash equivalent,72210.05,339
1104926617.0,Cash or cash equivalent,57625.75,10
1104925171.0,Cash or cash equivalent,1122872.76,60
1104925171.0,In-kind items and services,1451744.17,2
1104921550.0,Cash or cash equivalent,36740.84,18
1104919182.0,Cash or cash equivalent,4104.0,2
1104916295.0,Cash or cash equivalent,2125002.48,61
1104916295.0,In-kind items and services,7749.82,4
1104916121.0,Cash or cash equivalent,66324.2,4
1104914894.0,Cash or cash equivalent,31263.56,1
1104913714.0,Cash or cash equivalent,1500.0,1
1104912708.0,Cash or cash equivalent,4250.0,9
1104912575.0,Cash or cash equivalent,151655.74,5
1104912310.0,Cash or cash equivalent,107916.56,10
1104907468.0,In-kind items and services,127551.16,1
1104906692.0,Cash or cash equivalent,613679.79,61
1104906692.0,In-kind items and services,25840.0,2
1104906452.0,Cash or cash equivalent,750.0,1
1104906445.0,Cash or cash equivalent,207161.05,32
1104904549.0,In-kind items and services,182.0,1
1104902154.0,Cash or cash equivalent,380329.0,19
1104902154.0,In-kind items and services,1778.6899999999998,2
1104901644.0,Cash or cash equivalent,60887.98,10
1104901610.0,Cash or cash equivalent,28213.0,4
1104901206.0,Cash or cash equivalent,81027.6,14
1104900265.0,Cash or cash equivalent,2025.0,1
1104899970.0,Cash or cash equivalent,11824.380000000001,6
1104899970.0,In-kind items and services,540.45,1
1104899830.0,In-kind items and services,140186.55,1
1104898733.0,Cash or cash equivalent,18333.14,8
1104898204.0,Cash or cash equivalent,11218.4,1
1104897925.0,Cash or cash equivalent,243837.9,31
1104897099.0,Cash or cash equivalent,224755.0,19
1104895739.0,Cash or cash equivalent,9557.0,8
1104895580.0,Cash or cash equivalent,814102.5,68
1104894070.0,Cash or cash equivalent,42620.0,6
1104893759.0,Cash or cash equivalent,34999.1,1
1104892561.0,Cash or cash equivalent,137158.95,31
1104892280.0,Cash or cash equivalent,40261.590000000004,9
1104890607.0,Cash or cash equivalent,240405.08,2
1104890185.0,Cash or cash equivalent,38378.71,1
1104889351.0,Cash or cash equivalent,19203.12,1
1104889351.0,In-kind items and services,1551.23,1
1104888429.0,Cash or cash equivalent,16138.0,1
1104888098.0,Cash or cash equivalent,223552.02000000002,11
1104888098.0,In-kind items and services,169860.0,6
1104886332.0,Cash or cash equivalent,175160.07,30
1104886035.0,Cash or cash equivalent,5120.21,2
1104886035.0,In-kind items and services,1421.83,4
1104885797.0,Cash or cash equivalent,11604.0,9
1104883305.0,Cash or cash equivalent,171754.27,22
1104883305.0,In-kind items and services,191.8,1
1104883040.0,Cash or cash equivalent,38259.86,14
1104882729.0,Cash or cash equivalent,247020.6,41
1104882075.0,Cash or cash equivalent,10262.2,6
1104879832.0,Cash or cash equivalent,2000.0,3
1104879527.0,Cash or cash equivalent,157785.55,30
1104879501.0,Cash or cash equivalent,2533.48,2
1104879436.0,Cash or cash equivalent,246042.14,1
1104879436.0,In-kind items and services,59130.9,7
1104877588.0,Cash or cash equivalent,861.0,1
1104877224.0,Cash or cash equivalent,113489.77,48
1104877224.0,In-kind items and services,1080.0,1
1104876614.0,Cash or cash equivalent,452872.8,28
1104876614.0,In-kind items and services,115.79,2
1104876002.0,Cash or cash equivalent,33333.0,14
1104876002.0,In-kind items and services,150.0,1
1104875871.0,Cash or cash equivalent,64796.92,30
1104875277.0,Cash or cash equivalent,6117634.04,247
1104875277.0,In-kind items and services,67900.35,16
1104875178.0,Cash or cash equivalent,219940.22,65
1104874171.0,Cash or cash equivalent,26745.0,6
1104873314.0,Cash or cash equivalent,17665.0,6
1104872332.0,Cash or cash equivalent,25145.0,4
1104871367.0,Cash or cash equivalent,10317.0,6
1104870971.0,Cash or cash equivalent,68316.24,7
1104870666.0,Cash or cash equivalent,35.0,1
1104869395.0,Cash or cash equivalent,13448.75,1
1104869395.0,In-kind items and services,7435.0,2
1104867779.0,Cash or cash equivalent,13836.0,10
1104867365.0,Cash or cash equivalent,432409.72,26
1104867365.0,In-kind items and services,163630.24000000002,2
1104867324.0,Cash or cash equivalent,117206.71,69
1104867274.0,Cash or cash equivalent,2887.5,2
1104867118.0,Cash or cash equivalent,5569.66,2
1104867118.0,In-kind items and services,490460.64,2
1104866235.0,Cash or cash equivalent,28376.35,1
1104866110.0,Cash or cash equivalent,379187.51,4
1104866045.0,Cash or cash equivalent,296.0,2
1104865856.0,Cash or cash equivalent,450890.83999999997,14
1104865823.0,Cash or cash equivalent,5707.200000000001,6
1104864016.0,Cash or cash equivalent,84244.59,2
1104862259.0,Cash or cash equivalent,22000.0,1
1104862200.0,Cash or cash equivalent,174998.0,20
1104861319.0,Cash or cash equivalent,45679.34,20
1104860691.0,Cash or cash equivalent,23386.8,8
1104859214.0,Cash or cash equivalent,2964.4,7
1104857564.0,Cash or cash equivalent,24019.0,1
1104857432.0,Cash or cash equivalent,2660.0,1
1104856475.0,Cash or cash equivalent,47681.38,13
1104856475.0,In-kind items and services,214343.38,3
1104855667.0,Cash or cash equivalent,600.0,1
1104854751.0,Cash or cash equivalent,1078961.7,310
1104854751.0,In-kind items and services,169082.82,9
1104854512.0,Cash or cash equivalent,223675.35,14
1104854363.0,Cash or cash equivalent,2035.0,1
1104853324.0,Cash or cash equivalent,125936.1,9
1104852870.0,Cash or cash equivalent,3374.8999999999996,2
1104851294.0,Cash or cash equivalent,3248.75,3
1104850932.0,Cash or cash equivalent,3294842.41,71
1104850932.0,In-kind items and services,228956.16999999998,18
1104849108.0,Cash or cash equivalent,163207.41,13
1104847961.0,Cash or cash equivalent,175065.8,15
1104846823.0,Cash or cash equivalent,116413.05,27
1104846815.0,Cash or cash equivalent,335436.46,33
1104846815.0,In-kind items and services,600.0,1
1104844695.0,Cash or cash equivalent,23879.74,5
1104844174.0,Cash or cash equivalent,307747.83,17
1104842400.0,Cash or cash equivalent,660926.42,22
1104842400.0,In-kind items and services,529721.11,15
1104842376.0,Cash or cash equivalent,14116.0,6
1104841188.0,Cash or cash equivalent,44425.0,1
1104840958.0,Cash or cash equivalent,1215.0,3
1104837590.0,Cash or cash equivalent,3698256.04,146
1104837590.0,In-kind items and services,747411.67,13
1104836972.0,Cash or cash equivalent,31717.0,14
1104836154.0,Cash or cash equivalent,4359.0,2
1104836154.0,In-kind items and services,0.01,1
1104836006.0,Cash or cash equivalent,14870.0,1
1104835099.0,Cash or cash equivalent,3777.95,4
1104833540.0,Cash or cash equivalent,3420.0,2
